district,census_variable,value,rank
Geelong,Age_yr_0_4_F_pc,0.0263,35.0
Ivanhoe,Age_yr_0_4_F_pc,0.0263,36.0
Macedon,Age_yr_0_4_F_pc,0.0263,37.0
Murray Plains,Age_yr_0_4_F_pc,0.0263,38.0
Bundoora,Age_yr_0_4_F_pc,0.0264,39.0
Monbulk,Age_yr_0_4_F_pc,0.0266,40.0
Lowan,Age_yr_0_4_F_pc,0.0268,41.0
Morwell,Age_yr_0_4_F_pc,0.027,42.0
St Albans,Age_yr_0_4_F_pc,0.027,43.0
Bendigo West,Age_yr_0_4_F_pc,0.0271,44.0
Polwarth,Age_yr_0_4_F_pc,0.0271,45.0
Eltham,Age_yr_0_4_F_pc,0.0272,46.0
Mildura,Age_yr_0_4_F_pc,0.0274,47.0
Preston,Age_yr_0_4_F_pc,0.0277,48.0
Frankston,Age_yr_0_4_F_pc,0.0279,49.0
Pascoe Vale,Age_yr_0_4_F_pc,0.0282,50.0
Wendouree,Age_yr_0_4_F_pc,0.0282,51.0
Footscray,Age_yr_0_4_F_pc,0.0283,52.0
Shepparton,Age_yr_0_4_F_pc,0.0283,53.0
Hastings,Age_yr_0_4_F_pc,0.0285,54.0
Lara,Age_yr_0_4_F_pc,0.0287,55.0
Mordialloc,Age_yr_0_4_F_pc,0.0289,56.0
Ringwood,Age_yr_0_4_F_pc,0.0289,57.0
Bass,Age_yr_0_4_F_pc,0.029,58.0
Narre Warren North,Age_yr_0_4_F_pc,0.0293,59.0
Sydenham,Age_yr_0_4_F_pc,0.0293,60.0
Mill Park,Age_yr_0_4_F_pc,0.0294,61.0
Eureka,Age_yr_0_4_F_pc,0.0295,62.0
Bayswater,Age_yr_0_4_F_pc,0.0296,63.0
Bendigo East,Age_yr_0_4_F_pc,0.0296,64.0
Benambra,Age_yr_0_4_F_pc,0.0297,65.0
Narracan,Age_yr_0_4_F_pc,0.0299,66.0
Williamstown,Age_yr_0_4_F_pc,0.0302,67.0
Sunbury,Age_yr_0_4_F_pc,0.0303,68.0
Croydon,Age_yr_0_4_F_pc,0.0308,69.0
Evelyn,Age_yr_0_4_F_pc,0.0317,70.0
Dandenong,Age_yr_0_4_F_pc,0.0319,71.0
South Barwon,Age_yr_0_4_F_pc,0.032,72.0
Greenvale,Age_yr_0_4_F_pc,0.0321,73.0
Carrum,Age_yr_0_4_F_pc,0.0331,74.0
Narre Warren South,Age_yr_0_4_F_pc,0.0346,75.0
Broadmeadows,Age_yr_0_4_F_pc,0.0351,76.0
Kororoit,Age_yr_0_4_F_pc,0.0355,77.0
Berwick,Age_yr_0_4_F_pc,0.0357,78.0
Thomastown,Age_yr_0_4_F_pc,0.0369,79.0
Point Cook,Age_yr_0_4_F_pc,0.0381,80.0
Yan Yean,Age_yr_0_4_F_pc,0.0396,81.0
Werribee,Age_yr_0_4_F_pc,0.0402,82.0
Laverton,Age_yr_0_4_F_pc,0.041,83.0
Pakenham,Age_yr_0_4_F_pc,0.0424,84.0
Tarneit,Age_yr_0_4_F_pc,0.0424,85.0
Cranbourne,Age_yr_0_4_F_pc,0.0446,86.0
Melton,Age_yr_0_4_F_pc,0.0448,87.0
Kalkallo,Age_yr_0_4_F_pc,0.0496,88.0
Prahran,Age_yr_0_4_M_n,1116.0,1.0
Nepean,Age_yr_0_4_M_n,1345.0,2.0
Brighton,Age_yr_0_4_M_n,1364.0,3.0
Hawthorn,Age_yr_0_4_M_n,1373.0,4.0
Richmond,Age_yr_0_4_M_n,1373.0,5.0
Malvern,Age_yr_0_4_M_n,1381.0,6.0
Kew,Age_yr_0_4_M_n,1401.0,7.0
Brunswick,Age_yr_0_4_M_n,1428.0,8.0
Sandringham,Age_yr_0_4_M_n,1439.0,9.0
Albert Park,Age_yr_0_4_M_n,1443.0,10.0
Mornington,Age_yr_0_4_M_n,1513.0,11.0
Ovens Valley,Age_yr_0_4_M_n,1529.0,12.0
Gippsland East,Age_yr_0_4_M_n,1573.0,13.0
Warrandyte,Age_yr_0_4_M_n,1594.0,14.0
Euroa,Age_yr_0_4_M_n,1654.0,15.0
Bulleen,Age_yr_0_4_M_n,1657.0,16.0
Northcote,Age_yr_0_4_M_n,1663.0,17.0
Melbourne,Age_yr_0_4_M_n,1669.0,18.0
Eildon,Age_yr_0_4_M_n,1677.0,19.0
Rowville,Age_yr_0_4_M_n,1678.0,20.0
Bendigo West,Age_yr_0_4_M_n,1684.0,21.0
Glen Waverley,Age_yr_0_4_M_n,1691.0,22.0
Macedon,Age_yr_0_4_M_n,1691.0,23.0
Gippsland South,Age_yr_0_4_M_n,1698.0,24.0
Murray Plains,Age_yr_0_4_M_n,1711.0,25.0
Bellarine,Age_yr_0_4_M_n,1717.0,26.0
Essendon,Age_yr_0_4_M_n,1742.0,27.0
Ripon,Age_yr_0_4_M_n,1769.0,28.0
Ivanhoe,Age_yr_0_4_M_n,1797.0,29.0
Lowan,Age_yr_0_4_M_n,1806.0,30.0
South-West Coast,Age_yr_0_4_M_n,1830.0,31.0
Eltham,Age_yr_0_4_M_n,1834.0,32.0
Monbulk,Age_yr_0_4_M_n,1839.0,33.0
Box Hill,Age_yr_0_4_M_n,1846.0,34.0
Benambra,Age_yr_0_4_M_n,1857.0,35.0
Bass,Age_yr_0_4_M_n,1892.0,36.0
Frankston,Age_yr_0_4_M_n,1927.0,37.0
Clarinda,Age_yr_0_4_M_n,1929.0,38.0
Wendouree,Age_yr_0_4_M_n,1936.0,39.0
Ashwood,Age_yr_0_4_M_n,1938.0,40.0
Mildura,Age_yr_0_4_M_n,1938.0,41.0
Caulfield,Age_yr_0_4_M_n,1939.0,42.0
Niddrie,Age_yr_0_4_M_n,1950.0,43.0
Pascoe Vale,Age_yr_0_4_M_n,1958.0,44.0
Bundoora,Age_yr_0_4_M_n,1967.0,45.0
Polwarth,Age_yr_0_4_M_n,1971.0,46.0
Sunbury,Age_yr_0_4_M_n,2018.0,47.0
Morwell,Age_yr_0_4_M_n,2026.0,48.0
Hastings,Age_yr_0_4_M_n,2057.0,49.0
Lara,Age_yr_0_4_M_n,2073.0,50.0
Narracan,Age_yr_0_4_M_n,2073.0,51.0
Geelong,Age_yr_0_4_M_n,2088.0,52.0
Mulgrave,Age_yr_0_4_M_n,2103.0,53.0
Bentleigh,Age_yr_0_4_M_n,2133.0,54.0
Bayswater,Age_yr_0_4_M_n,2142.0,55.0
Mordialloc,Age_yr_0_4_M_n,2157.0,56.0
St Albans,Age_yr_0_4_M_n,2172.0,57.0
Mill Park,Age_yr_0_4_M_n,2173.0,58.0
Footscray,Age_yr_0_4_M_n,2181.0,59.0
Oakleigh,Age_yr_0_4_M_n,2241.0,60.0
Preston,Age_yr_0_4_M_n,2246.0,61.0
Bendigo East,Age_yr_0_4_M_n,2263.0,62.0
Williamstown,Age_yr_0_4_M_n,2274.0,63.0
Evelyn,Age_yr_0_4_M_n,2284.0,64.0
Eureka,Age_yr_0_4_M_n,2286.0,65.0
Shepparton,Age_yr_0_4_M_n,2325.0,66.0
Sydenham,Age_yr_0_4_M_n,2370.0,67.0
Croydon,Age_yr_0_4_M_n,2423.0,68.0
Narre Warren North,Age_yr_0_4_M_n,2461.0,69.0
Ringwood,Age_yr_0_4_M_n,2468.0,70.0
South Barwon,Age_yr_0_4_M_n,2488.0,71.0
Carrum,Age_yr_0_4_M_n,2563.0,72.0
Greenvale,Age_yr_0_4_M_n,2679.0,73.0
Dandenong,Age_yr_0_4_M_n,2981.0,74.0
Broadmeadows,Age_yr_0_4_M_n,3000.0,75.0
Berwick,Age_yr_0_4_M_n,3017.0,76.0
Yan Yean,Age_yr_0_4_M_n,3118.0,77.0
Thomastown,Age_yr_0_4_M_n,3135.0,78.0
Kororoit,Age_yr_0_4_M_n,3174.0,79.0
Narre Warren South,Age_yr_0_4_M_n,3249.0,80.0
Pakenham,Age_yr_0_4_M_n,3366.0,81.0
Werribee,Age_yr_0_4_M_n,3662.0,82.0
Point Cook,Age_yr_0_4_M_n,3690.0,83.0
Melton,Age_yr_0_4_M_n,3758.0,84.0
Laverton,Age_yr_0_4_M_n,4094.0,85.0
Tarneit,Age_yr_0_4_M_n,4217.0,86.0
Cranbourne,Age_yr_0_4_M_n,4229.0,87.0
Kalkallo,Age_yr_0_4_M_n,4959.0,88.0
Melbourne,Age_yr_0_4_M_pc,0.0141,1.0
Prahran,Age_yr_0_4_M_pc,0.0154,2.0
Kew,Age_yr_0_4_M_pc,0.019,3.0
Hawthorn,Age_yr_0_4_M_pc,0.0194,4.0
Albert Park,Age_yr_0_4_M_pc,0.0195,5.0
Richmond,Age_yr_0_4_M_pc,0.0203,6.0
Glen Waverley,Age_yr_0_4_M_pc,0.0205,7.0
Brighton,Age_yr_0_4_M_pc,0.0207,8.0
Brunswick,Age_yr_0_4_M_pc,0.0209,9.0
Malvern,Age_yr_0_4_M_pc,0.0215,10.0
Nepean,Age_yr_0_4_M_pc,0.0216,11.0
Warrandyte,Age_yr_0_4_M_pc,0.0216,12.0
Box Hill,Age_yr_0_4_M_pc,0.0218,13.0
Bulleen,Age_yr_0_4_M_pc,0.0222,14.0
Sandringham,Age_yr_0_4_M_pc,0.0228,15.0
Mornington,Age_yr_0_4_M_pc,0.0231,16.0
Rowville,Age_yr_0_4_M_pc,0.0236,17.0
Ashwood,Age_yr_0_4_M_pc,0.024,18.0
Ovens Valley,Age_yr_0_4_M_pc,0.0242,19.0
Gippsland East,Age_yr_0_4_M_pc,0.0246,20.0
Bellarine,Age_yr_0_4_M_pc,0.0247,21.0
Northcote,Age_yr_0_4_M_pc,0.0247,22.0
Essendon,Age_yr_0_4_M_pc,0.0248,23.0
Euroa,Age_yr_0_4_M_pc,0.0248,24.0
Oakleigh,Age_yr_0_4_M_pc,0.0249,25.0
Eildon,Age_yr_0_4_M_pc,0.0253,26.0
Ripon,Age_yr_0_4_M_pc,0.0256,27.0
Gippsland South,Age_yr_0_4_M_pc,0.0258,28.0
Clarinda,Age_yr_0_4_M_pc,0.0262,29.0
South-West Coast,Age_yr_0_4_M_pc,0.0262,30.0
Macedon,Age_yr_0_4_M_pc,0.0263,31.0
Lowan,Age_yr_0_4_M_pc,0.0264,32.0
Murray Plains,Age_yr_0_4_M_pc,0.0264,33.0
Bendigo West,Age_yr_0_4_M_pc,0.0265,34.0
Caulfield,Age_yr_0_4_M_pc,0.0271,35.0
Ivanhoe,Age_yr_0_4_M_pc,0.0271,36.0
Mulgrave,Age_yr_0_4_M_pc,0.0273,37.0
Eltham,Age_yr_0_4_M_pc,0.0276,38.0
Benambra,Age_yr_0_4_M_pc,0.0278,39.0
Bentleigh,Age_yr_0_4_M_pc,0.0278,40.0
Mildura,Age_yr_0_4_M_pc,0.0278,41.0
Monbulk,Age_yr_0_4_M_pc,0.0279,42.0
Polwarth,Age_yr_0_4_M_pc,0.028,43.0
Frankston,Age_yr_0_4_M_pc,0.0282,44.0
Morwell,Age_yr_0_4_M_pc,0.0282,45.0
Niddrie,Age_yr_0_4_M_pc,0.0282,46.0
Bundoora,Age_yr_0_4_M_pc,0.0283,47.0
Wendouree,Age_yr_0_4_M_pc,0.0283,48.0
Pascoe Vale,Age_yr_0_4_M_pc,0.0284,49.0
Bass,Age_yr_0_4_M_pc,0.0287,50.0
Geelong,Age_yr_0_4_M_pc,0.029,51.0
Bayswater,Age_yr_0_4_M_pc,0.0293,52.0
St Albans,Age_yr_0_4_M_pc,0.0293,53.0
Lara,Age_yr_0_4_M_pc,0.0294,54.0
Mordialloc,Age_yr_0_4_M_pc,0.0298,55.0
Footscray,Age_yr_0_4_M_pc,0.03,56.0
Narracan,Age_yr_0_4_M_pc,0.0304,57.0
Preston,Age_yr_0_4_M_pc,0.0304,58.0
Eureka,Age_yr_0_4_M_pc,0.0306,59.0
Sydenham,Age_yr_0_4_M_pc,0.0306,60.0
Ringwood,Age_yr_0_4_M_pc,0.0308,61.0
Hastings,Age_yr_0_4_M_pc,0.0309,62.0
Narre Warren North,Age_yr_0_4_M_pc,0.0312,63.0
Shepparton,Age_yr_0_4_M_pc,0.0312,64.0
Bendigo East,Age_yr_0_4_M_pc,0.0315,65.0
Mill Park,Age_yr_0_4_M_pc,0.0316,66.0
Sunbury,Age_yr_0_4_M_pc,0.0319,67.0
Croydon,Age_yr_0_4_M_pc,0.0325,68.0
Evelyn,Age_yr_0_4_M_pc,0.033,69.0
Dandenong,Age_yr_0_4_M_pc,0.0332,70.0
South Barwon,Age_yr_0_4_M_pc,0.0342,71.0
Williamstown,Age_yr_0_4_M_pc,0.0344,72.0
Carrum,Age_yr_0_4_M_pc,0.0346,73.0
Greenvale,Age_yr_0_4_M_pc,0.0349,74.0
Narre Warren South,Age_yr_0_4_M_pc,0.036,75.0
Kororoit,Age_yr_0_4_M_pc,0.0364,76.0
Broadmeadows,Age_yr_0_4_M_pc,0.0372,77.0
Berwick,Age_yr_0_4_M_pc,0.0373,78.0
Point Cook,Age_yr_0_4_M_pc,0.0398,79.0
Thomastown,Age_yr_0_4_M_pc,0.0402,80.0
Yan Yean,Age_yr_0_4_M_pc,0.0429,81.0
Laverton,Age_yr_0_4_M_pc,0.0435,82.0
Werribee,Age_yr_0_4_M_pc,0.0435,83.0
Pakenham,Age_yr_0_4_M_pc,0.0441,84.0
Tarneit,Age_yr_0_4_M_pc,0.0452,85.0
Melton,Age_yr_0_4_M_pc,0.0454,86.0
Cranbourne,Age_yr_0_4_M_pc,0.0485,87.0
Kalkallo,Age_yr_0_4_M_pc,0.0519,88.0
Prahran,Age_yr_0_4_P_n,2292.0,1.0
Nepean,Age_yr_0_4_P_n,2567.0,2.0
Malvern,Age_yr_0_4_P_n,2727.0,3.0
Kew,Age_yr_0_4_P_n,2743.0,4.0
Richmond,Age_yr_0_4_P_n,2748.0,5.0
Brunswick,Age_yr_0_4_P_n,2757.0,6.0
Hawthorn,Age_yr_0_4_P_n,2768.0,7.0
Albert Park,Age_yr_0_4_P_n,2850.0,8.0
Brighton,Age_yr_0_4_P_n,2862.0,9.0
Sandringham,Age_yr_0_4_P_n,2873.0,10.0
Mornington,Age_yr_0_4_P_n,2963.0,11.0
Gippsland East,Age_yr_0_4_P_n,3011.0,12.0
Ovens Valley,Age_yr_0_4_P_n,3051.0,13.0
Eildon,Age_yr_0_4_P_n,3186.0,14.0
Euroa,Age_yr_0_4_P_n,3221.0,15.0
Gippsland South,Age_yr_0_4_P_n,3224.0,16.0
Glen Waverley,Age_yr_0_4_P_n,3290.0,17.0
Melbourne,Age_yr_0_4_P_n,3309.0,18.0
Northcote,Age_yr_0_4_P_n,3317.0,19.0
Warrandyte,Age_yr_0_4_P_n,3335.0,20.0
Rowville,Age_yr_0_4_P_n,3342.0,21.0
Bendigo West,Age_yr_0_4_P_n,3347.0,22.0
Bulleen,Age_yr_0_4_P_n,3349.0,23.0
Macedon,Age_yr_0_4_P_n,3368.0,24.0
Murray Plains,Age_yr_0_4_P_n,3374.0,25.0
Bellarine,Age_yr_0_4_P_n,3387.0,26.0
Essendon,Age_yr_0_4_P_n,3406.0,27.0
Ivanhoe,Age_yr_0_4_P_n,3496.0,28.0
Ripon,Age_yr_0_4_P_n,3500.0,29.0
South-West Coast,Age_yr_0_4_P_n,3541.0,30.0
Monbulk,Age_yr_0_4_P_n,3560.0,31.0
Niddrie,Age_yr_0_4_P_n,3563.0,32.0
Eltham,Age_yr_0_4_P_n,3569.0,33.0
Lowan,Age_yr_0_4_P_n,3585.0,34.0
Box Hill,Age_yr_0_4_P_n,3605.0,35.0
Ashwood,Age_yr_0_4_P_n,3807.0,36.0
Benambra,Age_yr_0_4_P_n,3808.0,37.0
Clarinda,Age_yr_0_4_P_n,3812.0,38.0
Bass,Age_yr_0_4_P_n,3817.0,39.0
Bundoora,Age_yr_0_4_P_n,3818.0,40.0
Frankston,Age_yr_0_4_P_n,3844.0,41.0
Polwarth,Age_yr_0_4_P_n,3883.0,42.0
Caulfield,Age_yr_0_4_P_n,3900.0,43.0
Sunbury,Age_yr_0_4_P_n,3900.0,44.0
Wendouree,Age_yr_0_4_P_n,3901.0,45.0
Pascoe Vale,Age_yr_0_4_P_n,3908.0,46.0
Mildura,Age_yr_0_4_P_n,3937.0,47.0
Hastings,Age_yr_0_4_P_n,3961.0,48.0
Geelong,Age_yr_0_4_P_n,3988.0,49.0
Lara,Age_yr_0_4_P_n,4008.0,50.0
St Albans,Age_yr_0_4_P_n,4044.0,51.0
Morwell,Age_yr_0_4_P_n,4057.0,52.0
Mulgrave,Age_yr_0_4_P_n,4076.0,53.0
Bentleigh,Age_yr_0_4_P_n,4113.0,54.0
Narracan,Age_yr_0_4_P_n,4130.0,55.0
Footscray,Age_yr_0_4_P_n,4149.0,56.0
Mill Park,Age_yr_0_4_P_n,4191.0,57.0
Mordialloc,Age_yr_0_4_P_n,4228.0,58.0
Bayswater,Age_yr_0_4_P_n,4255.0,59.0
Williamstown,Age_yr_0_4_P_n,4255.0,60.0
Preston,Age_yr_0_4_P_n,4304.0,61.0
Oakleigh,Age_yr_0_4_P_n,4340.0,62.0
Bendigo East,Age_yr_0_4_P_n,4349.0,63.0
Shepparton,Age_yr_0_4_P_n,4425.0,64.0
Eureka,Age_yr_0_4_P_n,4463.0,65.0
Evelyn,Age_yr_0_4_P_n,4538.0,66.0
Sydenham,Age_yr_0_4_P_n,4577.0,67.0
Croydon,Age_yr_0_4_P_n,4717.0,68.0
Ringwood,Age_yr_0_4_P_n,4726.0,69.0
Narre Warren North,Age_yr_0_4_P_n,4762.0,70.0
South Barwon,Age_yr_0_4_P_n,4899.0,71.0
Carrum,Age_yr_0_4_P_n,5083.0,72.0
Greenvale,Age_yr_0_4_P_n,5113.0,73.0
Broadmeadows,Age_yr_0_4_P_n,5794.0,74.0
Dandenong,Age_yr_0_4_P_n,5807.0,75.0
Thomastown,Age_yr_0_4_P_n,5986.0,76.0
Berwick,Age_yr_0_4_P_n,6003.0,77.0
Yan Yean,Age_yr_0_4_P_n,6075.0,78.0
Kororoit,Age_yr_0_4_P_n,6210.0,79.0
Narre Warren South,Age_yr_0_4_P_n,6381.0,80.0
Pakenham,Age_yr_0_4_P_n,6587.0,81.0
Werribee,Age_yr_0_4_P_n,7029.0,82.0
Point Cook,Age_yr_0_4_P_n,7240.0,83.0
Melton,Age_yr_0_4_P_n,7430.0,84.0
Laverton,Age_yr_0_4_P_n,7933.0,85.0
Tarneit,Age_yr_0_4_P_n,8128.0,86.0
Cranbourne,Age_yr_0_4_P_n,8173.0,87.0
Kalkallo,Age_yr_0_4_P_n,9690.0,88.0
Melbourne,Age_yr_0_4_P_pc,0.028,1.0
Prahran,Age_yr_0_4_P_pc,0.0316,2.0
Kew,Age_yr_0_4_P_pc,0.0371,3.0
Albert Park,Age_yr_0_4_P_pc,0.0385,4.0
Hawthorn,Age_yr_0_4_P_pc,0.0392,5.0
Glen Waverley,Age_yr_0_4_P_pc,0.0399,6.0
Brunswick,Age_yr_0_4_P_pc,0.0404,7.0
Richmond,Age_yr_0_4_P_pc,0.0407,8.0
Nepean,Age_yr_0_4_P_pc,0.0413,9.0
Box Hill,Age_yr_0_4_P_pc,0.0425,10.0
Malvern,Age_yr_0_4_P_pc,0.0425,11.0
Brighton,Age_yr_0_4_P_pc,0.0434,12.0
Bulleen,Age_yr_0_4_P_pc,0.0449,13.0
Warrandyte,Age_yr_0_4_P_pc,0.0452,14.0
Mornington,Age_yr_0_4_P_pc,0.0453,15.0
Sandringham,Age_yr_0_4_P_pc,0.0456,16.0
Rowville,Age_yr_0_4_P_pc,0.047,17.0
Gippsland East,Age_yr_0_4_P_pc,0.0471,18.0
Ashwood,Age_yr_0_4_P_pc,0.0472,19.0
Eildon,Age_yr_0_4_P_pc,0.0481,20.0
Ovens Valley,Age_yr_0_4_P_pc,0.0482,21.0
Oakleigh,Age_yr_0_4_P_pc,0.0483,22.0
Euroa,Age_yr_0_4_P_pc,0.0484,23.0
Essendon,Age_yr_0_4_P_pc,0.0485,24.0
Bellarine,Age_yr_0_4_P_pc,0.0487,25.0
Gippsland South,Age_yr_0_4_P_pc,0.049,26.0
Northcote,Age_yr_0_4_P_pc,0.0492,27.0
South-West Coast,Age_yr_0_4_P_pc,0.0506,28.0
Ripon,Age_yr_0_4_P_pc,0.0507,29.0
Niddrie,Age_yr_0_4_P_pc,0.0516,30.0
Clarinda,Age_yr_0_4_P_pc,0.0518,31.0
Murray Plains,Age_yr_0_4_P_pc,0.052,32.0
Lowan,Age_yr_0_4_P_pc,0.0524,33.0
Macedon,Age_yr_0_4_P_pc,0.0524,34.0
Bendigo West,Age_yr_0_4_P_pc,0.0527,35.0
Ivanhoe,Age_yr_0_4_P_pc,0.0528,36.0
Mulgrave,Age_yr_0_4_P_pc,0.0529,37.0
